route,date,daytype,rides
39,2/26/20,W,1842
39,2/27/20,W,1838
39,2/28/20,W,1836
39,2/29/20,A,622
4,2/1/20,A,12577
4,2/2/20,U,9823
4,2/3/20,W,21665
4,2/4/20,W,19439
4,2/5/20,W,18956
4,2/6/20,W,18692
4,2/7/20,W,19130
4,2/8/20,A,11938
4,2/9/20,U,8008
4,2/10/20,W,19984
4,2/11/20,W,19342
4,2/12/20,W,19574
4,2/13/20,W,17827
4,2/14/20,W,16447
4,2/15/20,A,10459
4,2/16/20,U,8879
4,2/17/20,W,13977
4,2/18/20,W,19904
4,2/19/20,W,19382
4,2/20/20,W,19027
4,2/21/20,W,19390
4,2/22/20,A,12508
4,2/23/20,U,9686
4,2/24/20,W,20169
4,2/25/20,W,19296
4,2/26/20,W,17588
4,2/27/20,W,19294
4,2/28/20,W,19361
4,2/29/20,A,13043
43,2/1/20,A,699
43,2/2/20,U,509
43,2/3/20,W,1459
43,2/4/20,W,1396
43,2/5/20,W,1760
43,2/6/20,W,1421
43,2/7/20,W,1266
43,2/8/20,A,586
43,2/9/20,U,409
43,2/10/20,W,1321
43,2/11/20,W,1390
43,2/12/20,W,1367
43,2/13/20,W,1240
43,2/14/20,W,1125
43,2/15/20,A,629
43,2/16/20,U,426
43,2/17/20,W,786
43,2/18/20,W,1392
43,2/19/20,W,1275
43,2/20/20,W,1219
43,2/21/20,W,1288
43,2/22/20,A,649
43,2/23/20,U,465
43,2/24/20,W,1334
43,2/25/20,W,1273
43,2/26/20,W,1440
43,2/27/20,W,1213
43,2/28/20,W,1356
43,2/29/20,A,808
44,2/1/20,A,1395
44,2/2/20,U,1082
44,2/3/20,W,3289
44,2/4/20,W,3256
44,2/5/20,W,3193
44,2/6/20,W,3035
44,2/7/20,W,2885
44,2/8/20,A,1370
44,2/9/20,U,881
44,2/10/20,W,3143
44,2/11/20,W,3248
44,2/12/20,W,3003
44,2/13/20,W,3018
44,2/14/20,W,2688
44,2/15/20,A,1256
44,2/16/20,U,943
44,2/17/20,W,2068
44,2/18/20,W,3472
44,2/19/20,W,3013
44,2/20/20,W,3268
44,2/21/20,W,3342
44,2/22/20,A,1492
44,2/23/20,U,915
44,2/24/20,W,3133
44,2/25/20,W,3180
44,2/26/20,W,2859
44,2/27/20,W,2903
44,2/28/20,W,2912
44,2/29/20,A,1465
47,2/1/20,A,6597
47,2/2/20,U,5445
47,2/3/20,W,10215
47,2/4/20,W,9194
47,2/5/20,W,9159
47,2/6/20,W,8874
47,2/7/20,W,9340
47,2/8/20,A,5216
47,2/9/20,U,3997
47,2/10/20,W,9472
47,2/11/20,W,9344
47,2/12/20,W,8959
47,2/13/20,W,8102
47,2/14/20,W,7537
47,2/15/20,A,5315
47,2/16/20,U,4224
47,2/17/20,W,6458
47,2/18/20,W,9321
47,2/19/20,W,9111
47,2/20/20,W,8949
47,2/21/20,W,9293
47,2/22/20,A,6493
47,2/23/20,U,4590
47,2/24/20,W,8947
47,2/25/20,W,8857
47,2/26/20,W,8602
47,2/27/20,W,8980
47,2/28/20,W,8943
47,2/29/20,A,6571
48,2/3/20,W,891
48,2/4/20,W,918
48,2/5/20,W,926
48,2/6/20,W,866
48,2/7/20,W,885
48,2/10/20,W,959
48,2/11/20,W,968
48,2/12/20,W,859
48,2/13/20,W,910
48,2/14/20,W,731
48,2/17/20,W,454
48,2/18/20,W,979
48,2/19/20,W,959
48,2/20/20,W,940
48,2/21/20,W,897
48,2/24/20,W,1012
48,2/25/20,W,968
48,2/26/20,W,894
48,2/27/20,W,885
48,2/28/20,W,969
49,2/1/20,A,13152
49,2/2/20,U,10163
49,2/3/20,W,16725
49,2/4/20,W,15793
49,2/5/20,W,15242
49,2/6/20,W,14943
49,2/7/20,W,15430
49,2/8/20,A,12968
49,2/9/20,U,8931
49,2/10/20,W,15787
49,2/11/20,W,15672
49,2/12/20,W,15415
49,2/13/20,W,14326
49,2/14/20,W,12981
49,2/15/20,A,11534
49,2/16/20,U,9556
49,2/17/20,W,11160
49,2/18/20,W,16176
49,2/19/20,W,15464
49,2/20/20,W,14606
49,2/21/20,W,14645
49,2/22/20,A,13559
49,2/23/20,U,10010
49,2/24/20,W,15442
49,2/25/20,W,15124
49,2/26/20,W,15421
49,2/27/20,W,14671
49,2/28/20,W,16216
49,2/29/20,A,12736
49B,2/1/20,A,3133
49B,2/2/20,U,2777
49B,2/3/20,W,5283
49B,2/4/20,W,5225
49B,2/5/20,W,5524
49B,2/6/20,W,4461
49B,2/7/20,W,5120
49B,2/8/20,A,3453
49B,2/9/20,U,2513
49B,2/10/20,W,5403
49B,2/11/20,W,5379
49B,2/12/20,W,4865
49B,2/13/20,W,4675
49B,2/14/20,W,4273
49B,2/15/20,A,3015
49B,2/16/20,U,2906
49B,2/17/20,W,3848
49B,2/18/20,W,5328
49B,2/19/20,W,5323
49B,2/20/20,W,5090
49B,2/21/20,W,5101
49B,2/22/20,A,3416
49B,2/23/20,U,2521
49B,2/24/20,W,5616
49B,2/25/20,W,5073
49B,2/26/20,W,4930
49B,2/27/20,W,5239
49B,2/28/20,W,4841
49B,2/29/20,A,3475
5,2/1/20,A,440
5,2/2/20,U,425
5,2/3/20,W,500
5,2/4/20,W,471
5,2/5/20,W,453
5,2/6/20,W,590
5,2/7/20,W,375
5,2/8/20,A,437
5,2/9/20,U,363
5,2/10/20,W,473
5,2/11/20,W,926
5,2/12/20,W,430
5,2/13/20,W,580
5,2/14/20,W,362
5,2/15/20,A,285
5,2/16/20,U,366
5,2/17/20,W,567
5,2/18/20,W,475
5,2/19/20,W,394
5,2/20/20,W,435
5,2/21/20,W,370
5,2/22/20,A,356
5,2/23/20,U,391
5,2/24/20,W,286
5,2/25/20,W,375
5,2/26/20,W,403
5,2/27/20,W,392
5,2/28/20,W,376
5,2/29/20,A,356
50,2/1/20,A,5248
50,2/2/20,U,3936
50,2/3/20,W,10649
50,2/4/20,W,10585
50,2/5/20,W,11125
50,2/6/20,W,10796
50,2/7/20,W,9854
50,2/8/20,A,5545
50,2/9/20,U,3328
50,2/10/20,W,10905
50,2/11/20,W,10854
50,2/12/20,W,10639
50,2/13/20,W,10289
50,2/14/20,W,8751
50,2/15/20,A,4920
50,2/16/20,U,3699
50,2/17/20,W,6429
50,2/18/20,W,11105
50,2/19/20,W,10985
50,2/20/20,W,10155
50,2/21/20,W,9855
50,2/22/20,A,5448
50,2/23/20,U,3984
50,2/24/20,W,10307
50,2/25/20,W,10919
50,2/26/20,W,10438
50,2/27/20,W,9816
50,2/28/20,W,8724
50,2/29/20,A,4952
51,2/1/20,A,811
51,2/2/20,U,558
51,2/3/20,W,1376
51,2/4/20,W,1388
51,2/5/20,W,1337
51,2/6/20,W,1227
51,2/7/20,W,1256
51,2/8/20,A,727
51,2/9/20,U,453
51,2/10/20,W,1316
51,2/11/20,W,1422
51,2/12/20,W,1334
51,2/13/20,W,1257
51,2/14/20,W,1126
51,2/15/20,A,627
51,2/16/20,U,555
51,2/17/20,W,854
51,2/18/20,W,1437
51,2/19/20,W,1384
51,2/20/20,W,1317
51,2/21/20,W,1403
51,2/22/20,A,889
51,2/23/20,U,586
51,2/24/20,W,1427
51,2/25/20,W,1379
51,2/26/20,W,1255
51,2/27/20,W,1323
51,2/28/20,W,1238
51,2/29/20,A,709
52,2/1/20,A,6795
52,2/2/20,U,4868
52,2/3/20,W,12792
52,2/4/20,W,12745
52,2/5/20,W,12437
52,2/6/20,W,11544
52,2/7/20,W,11898
52,2/8/20,A,6651
52,2/9/20,U,4415
52,2/10/20,W,12458
52,2/11/20,W,12656
52,2/12/20,W,12253
52,2/13/20,W,11252
52,2/14/20,W,9529
52,2/15/20,A,6044
52,2/16/20,U,4784
52,2/17/20,W,8341
52,2/18/20,W,13008
52,2/19/20,W,12736
52,2/20/20,W,11710
52,2/21/20,W,11930
52,2/22/20,A,7041
52,2/23/20,U,5209
52,2/24/20,W,12222
52,2/25/20,W,12182
52,2/26/20,W,11742
52,2/27/20,W,11928
52,2/28/20,W,12049
52,2/29/20,A,7069
52A,2/1/20,A,1544
52A,2/2/20,U,1299
52A,2/3/20,W,4143
52A,2/4/20,W,4115
52A,2/5/20,W,4020
52A,2/6/20,W,4064
52A,2/7/20,W,3708
52A,2/8/20,A,1749
52A,2/9/20,U,1066
52A,2/10/20,W,4114
52A,2/11/20,W,4104
52A,2/12/20,W,3922
52A,2/13/20,W,3552
52A,2/14/20,W,3311
52A,2/15/20,A,1525
52A,2/16/20,U,1257
52A,2/17/20,W,2825
52A,2/18/20,W,4250
52A,2/19/20,W,4289
52A,2/20/20,W,4097
52A,2/21/20,W,3895
52A,2/22/20,A,2086
52A,2/23/20,U,1352
52A,2/24/20,W,4041
52A,2/25/20,W,3962
52A,2/26/20,W,3871
52A,2/27/20,W,4022
52A,2/28/20,W,3884
52A,2/29/20,A,1926
53,2/1/20,A,11211
53,2/2/20,U,8742
53,2/3/20,W,19196
53,2/4/20,W,18210
53,2/5/20,W,18769
53,2/6/20,W,16774
53,2/7/20,W,17616
53,2/8/20,A,11159
53,2/9/20,U,7583
53,2/10/20,W,18577
53,2/11/20,W,18819
53,2/12/20,W,17602
53,2/13/20,W,15965
53,2/14/20,W,15051
53,2/15/20,A,10267
53,2/16/20,U,8003
53,2/17/20,W,12650
53,2/18/20,W,18326
53,2/19/20,W,18379
53,2/20/20,W,17439
53,2/21/20,W,17604
53,2/22/20,A,10539
53,2/23/20,U,8108
53,2/24/20,W,18108
53,2/25/20,W,17329
53,2/26/20,W,17019
53,2/27/20,W,17815
53,2/28/20,W,17223
53,2/29/20,A,11454
53A,2/1/20,A,2847
53A,2/2/20,U,1930
53A,2/3/20,W,7602
53A,2/4/20,W,7585
53A,2/5/20,W,7645
53A,2/6/20,W,6805
53A,2/7/20,W,6426
53A,2/8/20,A,2755
53A,2/9/20,U,1521
53A,2/10/20,W,7951
53A,2/11/20,W,7941
53A,2/12/20,W,6967
53A,2/13/20,W,6670
53A,2/14/20,W,5456
53A,2/15/20,A,2332
53A,2/16/20,U,1840
53A,2/17/20,W,4381
53A,2/18/20,W,7784
53A,2/19/20,W,7917
53A,2/20/20,W,7756
53A,2/21/20,W,6948
53A,2/22/20,A,2994
53A,2/23/20,U,2153
53A,2/24/20,W,7691
53A,2/25/20,W,7432
53A,2/26/20,W,7304
53A,2/27/20,W,7401
53A,2/28/20,W,6870
53A,2/29/20,A,2905
54,2/1/20,A,6453
54,2/2/20,U,5477
54,2/3/20,W,10389
54,2/4/20,W,9556
54,2/5/20,W,9447
54,2/6/20,W,9007
54,2/7/20,W,9694
54,2/8/20,A,6584
54,2/9/20,U,4358
54,2/10/20,W,9924
54,2/11/20,W,9947
54,2/12/20,W,9565
54,2/13/20,W,8428
54,2/14/20,W,8123
54,2/15/20,A,5713
54,2/16/20,U,4517
54,2/17/20,W,7223
54,2/18/20,W,9383
54,2/19/20,W,9608
54,2/20/20,W,9193
54,2/21/20,W,9853
54,2/22/20,A,6752
54,2/23/20,U,5351
54,2/24/20,W,9808
54,2/25/20,W,9296
54,2/26/20,W,9142
54,2/27/20,W,9655
54,2/28/20,W,10247
54,2/29/20,A,6750
54A,2/3/20,W,675
54A,2/4/20,W,727
54A,2/5/20,W,701
54A,2/6/20,W,649
54A,2/7/20,W,634
54A,2/10/20,W,657
54A,2/11/20,W,615
54A,2/12/20,W,617
54A,2/13/20,W,634
54A,2/14/20,W,535
54A,2/17/20,W,432
54A,2/18/20,W,748
54A,2/19/20,W,703
54A,2/20/20,W,643
54A,2/21/20,W,628
54A,2/24/20,W,652
54A,2/25/20,W,701
54A,2/26/20,W,636
54A,2/27/20,W,658
54A,2/28/20,W,551
54B,2/1/20,A,1727
54B,2/2/20,U,1405
54B,2/3/20,W,2678
54B,2/4/20,W,2435
54B,2/5/20,W,2527
54B,2/6/20,W,2221
54B,2/7/20,W,2476
54B,2/8/20,A,1895
54B,2/9/20,U,1077
54B,2/10/20,W,2512
54B,2/11/20,W,2604
54B,2/12/20,W,2462
54B,2/13/20,W,2112
54B,2/14/20,W,2130
54B,2/15/20,A,1641
54B,2/16/20,U,1154
54B,2/17/20,W,2033
54B,2/18/20,W,2466
54B,2/19/20,W,2458
54B,2/20/20,W,2307
54B,2/21/20,W,2441
54B,2/22/20,A,1968
54B,2/23/20,U,1307
54B,2/24/20,W,2451
54B,2/25/20,W,2335
54B,2/26/20,W,2191
54B,2/27/20,W,2329
54B,2/28/20,W,2300
54B,2/29/20,A,1828
55,2/1/20,A,5589
55,2/2/20,U,4913
55,2/3/20,W,9337
55,2/4/20,W,9074
55,2/5/20,W,9178
55,2/6/20,W,8609
55,2/7/20,W,8984
55,2/8/20,A,5837
55,2/9/20,U,4154
55,2/10/20,W,8906
55,2/11/20,W,8768
55,2/12/20,W,8589
55,2/13/20,W,8247
55,2/14/20,W,7977
55,2/15/20,A,5447
55,2/16/20,U,4951
55,2/17/20,W,6075
55,2/18/20,W,8812
55,2/19/20,W,9046
55,2/20/20,W,9020
55,2/21/20,W,9108
55,2/22/20,A,6074
55,2/23/20,U,5044
55,2/24/20,W,9035
55,2/25/20,W,8536
55,2/26/20,W,8401
55,2/27/20,W,8863
55,2/28/20,W,9757
55,2/29/20,A,6441
55A,2/3/20,W,263
55A,2/4/20,W,289
55A,2/5/20,W,273
55A,2/6/20,W,235
55A,2/7/20,W,307
55A,2/10/20,W,255
55A,2/11/20,W,291
55A,2/12/20,W,225
55A,2/13/20,W,320
55A,2/14/20,W,235
55A,2/17/20,W,154
55A,2/18/20,W,313
55A,2/19/20,W,263
55A,2/20/20,W,293
55A,2/21/20,W,245
55A,2/24/20,W,260
55A,2/25/20,W,318
55A,2/26/20,W,271
55A,2/27/20,W,236
55A,2/28/20,W,223
55N,2/1/20,A,291
55N,2/3/20,W,542
55N,2/4/20,W,574
55N,2/5/20,W,653
55N,2/6/20,W,698
55N,2/7/20,W,605
55N,2/8/20,A,238
55N,2/10/20,W,577
55N,2/11/20,W,742
55N,2/12/20,W,588
55N,2/13/20,W,489
55N,2/14/20,W,510
55N,2/15/20,A,234
55N,2/17/20,W,384
55N,2/18/20,W,614
55N,2/19/20,W,661
55N,2/20/20,W,720
55N,2/21/20,W,699
55N,2/22/20,A,209
55N,2/24/20,W,870
55N,2/25/20,W,701
55N,2/26/20,W,595
55N,2/27/20,W,585
55N,2/28/20,W,514
55N,2/29/20,A,273
56,2/1/20,A,4536
56,2/2/20,U,3462
56,2/3/20,W,9306
56,2/4/20,W,9443
56,2/5/20,W,8711
56,2/6/20,W,9393
56,2/7/20,W,9215
56,2/8/20,A,4487
56,2/9/20,U,3070
56,2/10/20,W,9378
56,2/11/20,W,9310
56,2/12/20,W,9325
56,2/13/20,W,9193
56,2/14/20,W,7849
56,2/15/20,A,3990
56,2/16/20,U,3679
56,2/17/20,W,5454
56,2/18/20,W,9533
56,2/19/20,W,8721
56,2/20/20,W,9554
56,2/21/20,W,9770
56,2/22/20,A,4953
56,2/23/20,U,4226
56,2/24/20,W,9514
56,2/25/20,W,9157
56,2/26/20,W,9124
56,2/27/20,W,8805
56,2/28/20,W,8908
56,2/29/20,A,4786
57,2/1/20,A,954
57,2/2/20,U,806
57,2/3/20,W,2599
57,2/4/20,W,2366
57,2/5/20,W,2578
57,2/6/20,W,2416
57,2/7/20,W,2594
57,2/8/20,A,963
57,2/9/20,U,601
57,2/10/20,W,2659
57,2/11/20,W,2667
57,2/12/20,W,2443
57,2/13/20,W,2250
57,2/14/20,W,2083
57,2/15/20,A,965
57,2/16/20,U,599
57,2/17/20,W,1448
57,2/18/20,W,2795
57,2/19/20,W,2670
57,2/20/20,W,2647
57,2/21/20,W,2496
57,2/22/20,A,1045
57,2/23/20,U,776
57,2/24/20,W,2610
57,2/25/20,W,2197
57,2/26/20,W,2370
57,2/27/20,W,2365
57,2/28/20,W,2468
57,2/29/20,A,1008
59,2/1/20,A,1587
59,2/3/20,W,3077
59,2/4/20,W,3116
59,2/5/20,W,3034
59,2/6/20,W,2942
59,2/7/20,W,3021
59,2/8/20,A,1508
59,2/10/20,W,3366
59,2/11/20,W,3321
59,2/12/20,W,3092
59,2/13/20,W,3049
59,2/14/20,W,2468
59,2/15/20,A,1395
59,2/17/20,W,1969
59,2/18/20,W,3323
59,2/19/20,W,3102
59,2/20/20,W,2985
59,2/21/20,W,3063
59,2/22/20,A,1586
59,2/24/20,W,2884
59,2/25/20,W,2825
59,2/26/20,W,2791
59,2/27/20,W,2903
59,2/28/20,W,2980
59,2/29/20,A,1446
6,2/1/20,A,7503
6,2/2/20,U,5969
6,2/3/20,W,8731
6,2/4/20,W,8578
6,2/5/20,W,8360
6,2/6/20,W,8432
6,2/7/20,W,8876
6,2/8/20,A,7102
6,2/9/20,U,4995
6,2/10/20,W,8862
6,2/11/20,W,8750
6,2/12/20,W,8399
6,2/13/20,W,8337
6,2/14/20,W,7581
6,2/15/20,A,7132
6,2/16/20,U,5946
6,2/17/20,W,6735
6,2/18/20,W,9009
6,2/19/20,W,8880
6,2/20/20,W,8763
6,2/21/20,W,8777
6,2/22/20,A,8087
6,2/23/20,U,6367
6,2/24/20,W,8755
6,2/25/20,W,8587
6,2/26/20,W,8435
6,2/27/20,W,8975
6,2/28/20,W,9280
6,2/29/20,A,8090
60,2/1/20,A,5374
60,2/2/20,U,4220
60,2/3/20,W,12444
60,2/4/20,W,12678
60,2/5/20,W,12577
60,2/6/20,W,12044
60,2/7/20,W,11817
60,2/8/20,A,5108
60,2/9/20,U,3772
60,2/10/20,W,12225
60,2/11/20,W,13103
60,2/12/20,W,12108
60,2/13/20,W,11721
60,2/14/20,W,10481
60,2/15/20,A,4618
60,2/16/20,U,3909
60,2/17/20,W,8912
60,2/18/20,W,12883
60,2/19/20,W,12599
60,2/20/20,W,12127
60,2/21/20,W,12403
60,2/22/20,A,5495
60,2/23/20,U,4551
60,2/24/20,W,12393
60,2/25/20,W,12208
60,2/26/20,W,12012
60,2/27/20,W,12681
60,2/28/20,W,12084
60,2/29/20,A,5640
62,2/1/20,A,5605
62,2/2/20,U,4719
62,2/3/20,W,10140
62,2/4/20,W,9961
62,2/5/20,W,9901
62,2/6/20,W,9375
62,2/7/20,W,9906
62,2/8/20,A,6527
62,2/9/20,U,4062
62,2/10/20,W,9416
62,2/11/20,W,10480
62,2/12/20,W,10006
62,2/13/20,W,9109
62,2/14/20,W,8327
62,2/15/20,A,5438
62,2/16/20,U,4684
62,2/17/20,W,6531
62,2/18/20,W,10190
62,2/19/20,W,10039
62,2/20/20,W,10180
62,2/21/20,W,10184
62,2/22/20,A,6481
62,2/23/20,U,5094
62,2/24/20,W,10217
62,2/25/20,W,9618
62,2/26/20,W,9275
62,2/27/20,W,10008
62,2/28/20,W,9994
62,2/29/20,A,6521
62H,2/1/20,A,488
62H,2/3/20,W,1116
62H,2/4/20,W,1370
62H,2/5/20,W,1280
62H,2/6/20,W,994
62H,2/7/20,W,958
62H,2/8/20,A,579
62H,2/10/20,W,1025
62H,2/11/20,W,1156
62H,2/12/20,W,1036
62H,2/13/20,W,690
62H,2/14/20,W,915
62H,2/15/20,A,431
62H,2/17/20,W,637
62H,2/18/20,W,1060
62H,2/19/20,W,1177
62H,2/20/20,W,1209
62H,2/21/20,W,972
62H,2/22/20,A,508
62H,2/24/20,W,990
62H,2/25/20,W,1085
62H,2/26/20,W,1093
62H,2/27/20,W,896
62H,2/28/20,W,1108
62H,2/29/20,A,573
63,2/1/20,A,9379
63,2/2/20,U,7942
63,2/3/20,W,15147
63,2/4/20,W,15597
63,2/5/20,W,15203
63,2/6/20,W,13302
63,2/7/20,W,15842
63,2/8/20,A,8501
63,2/9/20,U,7137
63,2/10/20,W,15425
63,2/11/20,W,15527
63,2/12/20,W,14506
63,2/13/20,W,13929
63,2/14/20,W,13050
63,2/15/20,A,8867
63,2/16/20,U,7212
63,2/17/20,W,9485
63,2/18/20,W,15581
63,2/19/20,W,15242
63,2/20/20,W,14188
63,2/21/20,W,14749
63,2/22/20,A,9674
63,2/23/20,U,7577
63,2/24/20,W,15260
63,2/25/20,W,14921
63,2/26/20,W,13758
63,2/27/20,W,14181
63,2/28/20,W,15089
63,2/29/20,A,9719
63W,2/1/20,A,528
63W,2/2/20,U,883
63W,2/3/20,W,1426
63W,2/4/20,W,1346
63W,2/5/20,W,1500
63W,2/6/20,W,1424
63W,2/7/20,W,1436
63W,2/8/20,A,485
63W,2/9/20,U,647
63W,2/10/20,W,1331
63W,2/11/20,W,1416
63W,2/12/20,W,1239
63W,2/13/20,W,1312
63W,2/14/20,W,1198
63W,2/15/20,A,504
63W,2/16/20,U,723
63W,2/17/20,W,1006
63W,2/18/20,W,1506
63W,2/19/20,W,1317
63W,2/20/20,W,1323
63W,2/21/20,W,1248
63W,2/22/20,A,589
63W,2/23/20,U,681
63W,2/24/20,W,1151
63W,2/25/20,W,1205
63W,2/26/20,W,1190
63W,2/27/20,W,1400
63W,2/28/20,W,1319
63W,2/29/20,A,571
65,2/1/20,A,4108
65,2/2/20,U,3004
65,2/3/20,W,8220
65,2/4/20,W,8226
65,2/5/20,W,8457
65,2/6/20,W,8105
65,2/7/20,W,8160
65,2/8/20,A,4295
65,2/9/20,U,2563
65,2/10/20,W,8238
65,2/11/20,W,8529
65,2/12/20,W,8235
65,2/13/20,W,8318
65,2/14/20,W,7814
65,2/15/20,A,3631
65,2/16/20,U,3092
65,2/17/20,W,6288
65,2/18/20,W,8809
65,2/19/20,W,8341
65,2/20/20,W,8309
65,2/21/20,W,8653
65,2/22/20,A,3828
65,2/23/20,U,3009
65,2/24/20,W,8208
65,2/25/20,W,8312
65,2/26/20,W,7600
65,2/27/20,W,8104
65,2/28/20,W,7553
65,2/29/20,A,3993
66,2/1/20,A,12757
66,2/2/20,U,9228
66,2/3/20,W,21305
66,2/4/20,W,22783
66,2/5/20,W,22648
66,2/6/20,W,21864
66,2/7/20,W,21546
66,2/8/20,A,12425
66,2/9/20,U,8191
66,2/10/20,W,21644
66,2/11/20,W,22880
66,2/12/20,W,21381
66,2/13/20,W,22496
66,2/14/20,W,19611
66,2/15/20,A,12008
66,2/16/20,U,9185
66,2/17/20,W,16637
66,2/18/20,W,22583
66,2/19/20,W,22455
66,2/20/20,W,22042
66,2/21/20,W,21802
66,2/22/20,A,12846
66,2/23/20,U,9558
66,2/24/20,W,20603
66,2/25/20,W,22788
66,2/26/20,W,22243
66,2/27/20,W,21728
66,2/28/20,W,20642
66,2/29/20,A,13655
67,2/1/20,A,6675
67,2/2/20,U,4956
67,2/3/20,W,10490
67,2/4/20,W,9803
67,2/5/20,W,9555
67,2/6/20,W,8310
67,2/7/20,W,9351
67,2/8/20,A,5983
67,2/9/20,U,4268
67,2/10/20,W,9902
67,2/11/20,W,9650
67,2/12/20,W,9520
67,2/13/20,W,9123
67,2/14/20,W,7507
67,2/15/20,A,5440
67,2/16/20,U,4706
67,2/17/20,W,6641
67,2/18/20,W,9901
67,2/19/20,W,9504
67,2/20/20,W,9154
67,2/21/20,W,9595
67,2/22/20,A,6487
67,2/23/20,U,4822
67,2/24/20,W,9428
67,2/25/20,W,8872
67,2/26/20,W,8475
67,2/27/20,W,8772
67,2/28/20,W,9623
67,2/29/20,A,6425
68,2/1/20,A,535
68,2/2/20,U,331
68,2/3/20,W,1184
68,2/4/20,W,1305
68,2/5/20,W,1368
68,2/6/20,W,1054
68,2/7/20,W,1503
68,2/8/20,A,509
68,2/9/20,U,359
68,2/10/20,W,1181
68,2/11/20,W,1264
68,2/12/20,W,1129
68,2/13/20,W,1166
68,2/14/20,W,1035
68,2/15/20,A,454
68,2/16/20,U,270
68,2/17/20,W,1045
68,2/18/20,W,1768
68,2/19/20,W,1238
68,2/20/20,W,1435
68,2/21/20,W,1445
68,2/22/20,A,583
68,2/23/20,U,433
68,2/24/20,W,1258
68,2/25/20,W,1261
68,2/26/20,W,1236
68,2/27/20,W,1299
68,2/28/20,W,1195
68,2/29/20,A,473
7,2/3/20,W,6102
7,2/4/20,W,6119
7,2/5/20,W,6360
7,2/6/20,W,5120
7,2/7/20,W,5377
7,2/10/20,W,6167
7,2/11/20,W,6085
7,2/12/20,W,5601
7,2/13/20,W,5706
7,2/14/20,W,4976
7,2/17/20,W,4242
7,2/18/20,W,5946
7,2/19/20,W,6218
7,2/20/20,W,5765
7,2/21/20,W,5649
7,2/24/20,W,5812
7,2/25/20,W,5909
7,2/26/20,W,5678
7,2/27/20,W,6027
7,2/28/20,W,5480
70,2/1/20,A,4961
70,2/2/20,U,4011
70,2/3/20,W,8244
70,2/4/20,W,8508
70,2/5/20,W,8445
70,2/6/20,W,8278
